sym,date,spent,surcharge,amt,call,portfolio,reference
LUNA,2021-09-03,$0.00,$0.00,8.05,BUY,TERRA
AAVE,2021-09-03,$0.00,$0.00,0.26,BUY,COINBASE
USDC,2021-09-03,$0.00,$0.00,100.00,BUY,COINBASE
