sym,date,amt,portfolio,surcharge,reference
ANC,2021-10-26,2.312282,TERRA,$0.25,DB82FBBDC5BBA92549EEF083DF8D8C6FD5AC6819C7F2BCA0EBB5AE2206F6BBD7
ONE,2021-10-26,14.29522661,HARMONY,$0.000045,0x669ad1fe26a05eacf18fb0199d6fe4fb52a2819019bd14555fa089a4b679261e
TFLOKI,2021-10-26,12.008262,TERRA,$0.40,768355761CA07A30E4FDC58681B08A33DDBCE3D4037F46755D68C2B2458E6BF5
