tracked_type,cmc_id,symbol,name
TERRA,7857,MIR,Mirror Protocol
TERRA,7129,UST,TerraUSD
TERRA,4172,LUNA,Terra
TERRA,11290,STT,StarTerra
TERRA,10767,MINE,Pylon Protocol
TERRA,8857,ANC,Anchor Protocol
