sym,date,amt,portfolio,surcharge,reference
VKR,2021-10-16,40,TERRA,$0.68,5564255E3159BDE87671D80047DB59E36169F61D017879CDF96292122452E7F5
VKR,2021-10-16,4.975348,TERRA,$0.68,B9B0EC80EBD31160BE937DD2E5418F22BB5372F183CAEDCB5DDDA38A2D69EB15
ANC,2021-10-18,13.111033,TERRA,$0.76,24D0382832AB22F8C383F732E83E6075119B1A2D5D82AF672402B4732CCBED79
