sym,date,amt,portfolio,surcharge,reference,memo
MINE,2021-11-08,1.695181,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
MINE,2021-11-08,1.727045,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
MINE,2021-11-08,1.691242,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
MINE,2021-11-08,0.462781,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
PSI,2021-11-08,88.890547,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
VKR,2021-11-08,0.152692,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
LUNA,2021-11-08,0.034433,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
UST,2021-11-08,0.09881,TERRA,$0.00,4CB0490463AC1EBFCB3CBA6E1801C0A3450754C3E98FD5EE01E82D9B7923CD7B,Terra drop airdrop claim
LUNA,2021-11-08,0.000104,TERRA,$0.65,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.00038,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.028538,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.07429,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.026156,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.072805,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.028588,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.075314,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.013983,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.040047,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.016908,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.04816,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.032364,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.081849,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.029217,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.075688,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.02784,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,0.072958,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
LUNA,2021-11-08,0.02746,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
UST,2021-11-08,70.074517429,TERRA,$0.00,1DB34A1F0FBD0C42D8F909BEA4D99FDD0DF5BDAEFF8E5CC5BD1346A80305F477,Terra station validator claim
TFLOKI,2021-11-08,10.745505,TERRA,$0.40,339A6CEC9F4AC7A1F950B39958D19A2F003A1C8D352FDB34DD2A445C4E200B3D,Terra Floki LP claim
PSI,2021-11-08,2.509255,TERRA,$0.06,A4B39B2236EC4625363DD50A49BB6A86BAF67DF7CD3C1B5E6853E4BF23B47025,Nexus PSI b-asset claim
PSI,2021-11-08,2.517846,TERRA,$0.00,A4B39B2236EC4625363DD50A49BB6A86BAF67DF7CD3C1B5E6853E4BF23B47025,Nexus PSI b-asset claim
PSI,2021-11-08,10.306018,TERRA,$0.05,79BA58483455E859D07EAE38B81A2C7A751EAA0ACE31E0442EB0DFB63F03D3AB,Nexus PSI LP claim
PSI,2021-11-08,23.381224,TERRA,$0.00,79BA58483455E859D07EAE38B81A2C7A751EAA0ACE31E0442EB0DFB63F03D3AB,Nexus PSI LP claim
