sym,date,spent,surcharge,amt,call,portfolio,reference
LUNA,2021-09-04,$0.00,$0.00,1.0,SELL,TERRA,E50DA6141776F268103F9B4F45D8ED7E471DA9732431B75E0D56A2BF02DD9BF2
