sym,date,amt,portfolio
ALGO,2021-08-21,0.0389,COINBASE
ATOM,2021-08-20,0.018531,COINBASE
BTC,2021-08-21,0.00000694,PHEMEX
BTC,2021-08-21,0.00000328,PHEMEX
