sym,date,amt,portfolio
ALGO,2021-08-29,0.058164,COINBASE
XTZ,2021-08-29,0.000249,COINBASE
BTC,2021-08-29,0.00000328,PHEMEX
BTC,2021-08-29,0.00000694,PHEMEX
