sym,date,spent,surcharge,amt,call,portfolio,reference,memo
SOL,2021-11-10,$500.00,$7.34,2.12285188,BUY,COINBASE,4WPPYQP9
SOL,2021-11-10,$500.00,$7.34,2.11629002,BUY,COINBASE,WJR7HS2A
