sym,date,amt,portfolio
ALGO,2021-09-07,0.058219,COINBASE
BTC,2021-09-06,0.00000328,PHEMEX
BTC,2021-09-06,0.00000695,PHEMEX
BTC,2021-09-07,0.00000211,PHEMEX
