sym,date,spent,surcharge,amt,call,portfolio
AMP,2021-06-16,$0.00,$0.00,9.21998894,BUY,COINBASE
AMP,2021-06-16,$0.00,$0.00,9.21998894,BUY,COINBASE
AMP,2021-06-16,$0.00,$0.00,9.14662032,BUY,COINBASE
