call,date,amount,coin,from,to,surcharge,coin_surcharge,basis,confirmation
XFER,2021-11-01,0.358675058,SOL,COINBASE,BINANCE,0.005,SOL,$75.00
XFER,2021-11-01,249.8,ONE,BINANCE,HARMONY,0.001,ONE,$75.00
XFER,2021-11-01,78.969026,UST,HARMONY,TERRA,0.00037871,ONE,$75.00,0x49c6793aa82680d287b82280f22545e826c02594644c14268756e66749bb37be
