call,date,amount,coin,from,to,surcharge,coin_surcharge,basis,confirmation
XFER,2021-11-13,2,LUNA,TERRA,HARMONY,0.01955,LUNA,$100.00,8C5FA022DD8ABCF666CE0B1E7B12BE7D43A882D834C6284E2EC5253549910E99
XFER,2021-11-13,2.06958356,SOL,COINBASE,BINANCE,0.00000994,SOL,$500.00
XFER,2021-11-13,550,UST,HARMONY,TERRA,0.00141401,ONE,$550.00,0xd1a034411c8c963699edd87fb111d06e239edc7fdf96ec3861bb09095f239842
XFER,2021-11-13,1.62530388,SOL,COINBASE,BINANCE,0.000005,SOL,$400.00
