sym,date,amt,portfolio
ALGO,2021-07-20,0.024142,COINBASE
XTZ,2021-07-20,0.0202,COINBASE
BTC,2021-07-20,0.00000923,PHEMEX
BTC,2021-07-20,0.00000436,PHEMEX
