sym,date,amt,portfolio,surcharge,reference,memo
UST,2021-11-10,100,TERRA,$0.00,7DD06101DC571700E133005A9F8EDFE8E4A4151641A43C6E12D8269D0405457D,Bounties earned from Flipside Crypto
RVRS,2021-11-10,59,HARMONY,$0.04,0xbade818cf5cb136ed5e07e997be01b1b5a50aabd62618db1de7825a75824f2ef,Reverse IDO
RVRS,2021-11-10,29.7,HARMONY,$0.03,0x065a2e272d4f6d5d51c313cdeeeb8fec3696e7fde653b247eb60cae9714a692e,Reverse IDO
