sym,date,spent,surcharge,amt,call,portfolio,reference
DOGE,2021-08-10,$50.00,$0.25,191.0,BUY,BINANCE
DOGE,2021-08-10,$100.00,$2.99,391.579882,BUY,GEMINI
RVN,2021-08-10,$50.00,$0.25,362.7,BUY,BINANCE
