sym,date,amt,portfolio,surcharge,reference,memo
RVRS,2021-11-27,2.734647003,HARMONY,$0.00,0x5f7726af8cfc1a0faf20317f402bd91b42c6f37126744c84af47178f21c2402c,UST pool
RVRS,2021-11-27,0.6261767404,HARMONY,$0.00,0x4fa1449a0d6fe3f9884234f26c07a6363b56cde807cbfaa32a1fe9ea4171634e,RVRS & ONE pool
MIS,2021-11-27,1.167808076,HARMONY,$0.00,0x5c751f54898246c50edf383b576be09b5e8171dde93cb38c7384550254bfe220,MIS LP claim
MIS,2021-11-27,0.2266183522,HARMONY,$0.00,0x6fb84182edfc4ae2163c5025871382365cf47a806ec6f8331f531bfe73726285,MIS LP claim
MIS,2021-11-27,0.9077151013,HARMONY,$0.00,0xb14cb9fb5a98b39755fc79978e7dcf37b49adb0ee2e6775163b480b46bc08aed,MIS LP claim
MIS,2021-11-27,0.4417384397,HARMONY,$0.00,0x68bf6e8f27e4df6947e0ef49048ffdcf05be37a5d8b4413b15f7844dfdc04fac,MIS LP claim
MIS,2021-11-27,0.3247229693,HARMONY,$0.00,0x48b4fd7dfa4ec5c2f3f56b60dd065768b19f9ba730206c29894f8838713afef1,MIS LP claim
MIS,2021-11-27,1.911726467,HARMONY,$0.00,0x96345c68b6bd301b2c9ef01d6f27b404b5e4d761e5cfcbdfdc5dba3a81cbea15,MIS LP claim
JEWEL,2021-11-27,1.051954841,HARMONY,$0.01,0x226410fd51c8145ce9cb664da1fdaa44a92b7a9d22d21159006f290ceb9cfdaf,JEWEL Harvest
FOX,2021-11-27,0.1452056211,HARMONY,$0.00,0x238503c45d6194995109dea5fc8e4643af2ea3b1048be384b2c6e5f4b9538f45,FOX incubator (MIS-FOX)
