call,date,amount,coin,from,to,surcharge,coin_surcharge,basis,confirmation
XFER,2021-11-10,4.23494254,SOL,COINBASE,BINANCE,0.000005,SOL,$1000.00,58N4yDy69NSPuhdGbDoLLTrArJ4gdXKoK4hBRYN9n1qWSTSzhTzooMMW2R2tAB6gDzt5afGUkdD34EFCcDuksaNZ
XFER,2021-11-10,3600.9,ONE,BINANCE,HARMONY,0.001,ONE,$1000.00,0x54c2557d22539193c2ac9c6416597f506ce1482dd7d42f15b212e30a5578f022
