sym,date,spent,surcharge,amt,call,portfolio,reference
LUNA,2021-09-18,$0.00,$0.00,11.28,BUY,TERRA,5749C447EFFD68FA582CE586AFE4A40939B46A58D49620EE2E8B592DB1755757
