sym,date,amt,portfolio,surcharge,reference
MIR,2021-09-13,1.882107,TERRA,$0.30,A74EEBDCE9B9FAF03F825222CBD5DC1D67EA9D933C88558580D1722EC8F68B6D
MINE,2021-09-14,124.17903,TERRA,$0.23,C37575BCDCB49D69A78BA56EAEC2EC4F9CAA7BA6ECF0C02AFFC9D8352D5C6AFE
ANC,2021-09-14,10.104711,TERRA,$0.762,385DC48A236E53A7645A85A394FB14A42AE124BB3E1E9778C9E1BAF24490875B
