sym,date,spent,surcharge,amt,call,portfolio,reference,memo
SOL,2021-11-13,$500.00,$7.34,2.0695885,BUY,COINBASE,8HJ34YA4
SOL,2021-11-13,$400.00,$5.87,1.62530888,BUY,COINBASE,4CXCA5JQ
